"Month","Product variant SKU","Product title","Product variant SKU at time of sale","Shipping country","Net items sold"
"2025-12-01","BD1-NP","BIRD Travel Sleeve","BD1-NP","Hong Kong",4
"2025-12-01","BSH","Blind Shaker","BSH","Australia",3
"2025-12-01","BSH-2","Blind Shaker - No Magnet Installed","BSH-2","Switzerland",5
"2025-12-01","RNT-B","Really Nice Tamper","RNT-B","Thailand",6
"2025-12-01","UNB-B24","Unibasket","UNB-B24","Poland",2
"2025-12-01","MNR-U","MOONRAKER™","MNR-U","Hong Kong",7
"2025-12-01","BCK-R","BUCK","BCK-R","Singapore",10
"2025-12-01","UNB-B20","Unibasket","UNB-B20","Switzerland",3
"2025-12-01","BCK-W","BUCK","BCK-W","Italy",5
"2025-12-01","MNR-P-S","MOONRAKER™ Spare Needles","MNR-P-S","Australia",3
"2025-12-01","Eg1-DB2","The EG-1","Eg1-DB2","Poland",1
"2025-12-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","Australia",2
"2025-12-01","LKG","Looking Glass","LKG","Italy",5
"2025-12-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Singapore",5
"2025-12-01","PH-B","EPF Dock","PH-B","United States",3
"2025-12-01","EG1_RFR","EG-1 Refresh Kit","EG1_RFR","Poland",5
"2025-12-01","RNT-OW","Really Nice Tamper","RNT-OW","Australia",3
"2025-12-01","EG1-B","The EG-1","EG1-B","Poland",6
"2025-12-01","EG1_RFR","EG-1 Refresh Kit","EG1_RFR","Singapore",10
"2025-12-01","KEY-2-B","The Key","KEY-2-B","Thailand",3
"2025-12-01","BSH-B","Blind Shaker","BSH-B","Singapore",25
"2025-12-01","BSH-2","Blind Shaker - No Magnet Installed","BSH-2","Australia",3
"2025-12-01","BSH-B","Blind Shaker","BSH-B","Thailand",6
"2025-12-01","UNB-B20","Unibasket","UNB-B20","Poland",2
"2025-12-01","MNR-U","MOONRAKER™","MNR-U","United States",5
"2025-12-01","BD1_CAS","BIRD Travel Case","BD1_CAS","Singapore",4
"2025-12-01","MGT_B","Magic Tumbler","MGT_B","Australia",1
"2025-12-01","KEY-2-B","The Key","KEY-2-B","Hong Kong",3
"2025-12-01","TPM-B","Leather Tamping Mat","TPM-B","Italy",5
"2025-12-01","RNT-B","Really Nice Tamper","RNT-B","United States",37
"2025-12-01","BSH","Blind Shaker","BSH","Hong Kong",7
"2025-12-01","BSH","Blind Shaker","BSH","Singapore",20
"2025-12-01","BCK-W","BUCK","BCK-W","Hong Kong",20
"2025-12-01","PSV-100","Puck Savers (packs of 100)","PSV-100","Singapore",1
"2025-12-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","Singapore",5
"2025-12-01","MNR","MOONRAKER™","MNR","Switzerland",5
"2025-12-01","BSH","Blind Shaker","BSH","Switzerland",10
"2025-12-01","BSH","Blind Shaker","BSH","United States",24
"2025-12-01","BD1_A_SG","BIRD Spare Glass","BD1_A_SG","Australia",1
"2025-12-01","MGT-L-B","Magic Tumbler Lid","MGT-L-B","Australia",2
"2025-12-01","UNF-2-R","Unifilter","UNF-2-R","Italy",2
"2025-12-01","BSH-B","Blind Shaker","BSH-B","Italy",5
"2025-12-01","TPM-N","Leather Tamping Mat","TPM-N","Hong Kong",10
"2025-12-01","KEY-2-W","The Key","KEY-2-W","Poland",1
"2025-12-01","TPM-N","Leather Tamping Mat","TPM-N","Australia",4
"2025-12-01","STD_ADT_ECM","Steam Dial Adapter: M10x1 Female","STD_ADT_ECM","Australia",1
"2025-12-01","KEY-PLT-W","KEY Wood Accents","KEY-PLT-W","Hong Kong",5
"2025-12-01","EG1","The EG-1","EG1","Hong Kong",7
"2025-12-01","BNG","BEAN CELLAR Glass","BNG","Singapore",5
"2025-12-01","UNF-2-T","Unifilter","UNF-2-T","Hong Kong",8
"2025-12-01","GNF-B","Grounds Funnel & Standard Tumbler","GNF-B","Hong Kong",1
"2025-12-01","LKG","Looking Glass","LKG","United States",10
"2025-12-01","EG1_TSH_XL","EG-1 T-Shirt","EG1_TSH_XL","Hong Kong",1
"2025-12-01","RNT-OW","Really Nice Tamper","RNT-OW","Singapore",5
"2025-12-01","HG2_2","The HG-2","HG2_2","Singapore",1
"2025-12-01","UNB-B28","Unibasket","UNB-B28","Poland",5
"2025-12-01","MNR","MOONRAKER™","MNR","Poland",2
"2025-12-01","KEY-2-B","The Key","KEY-2-B","United States",10
"2025-12-01","UNB-B16","Unibasket","UNB-B16","Switzerland",3
"2025-12-01","BD1-NP","BIRD Travel Sleeve","BD1-NP","Australia",3
"2025-12-01","UNF-2-R","Unifilter","UNF-2-R","Australia",3
"2025-12-01","TPM-N","Leather Tamping Mat","TPM-N","Italy",5
"2025-12-01","EG1-B-DB2","The EG-1","EG1-B-DB2","Poland",1
"2025-12-01","PS-25","Puck Screens (25)","PS-25","Hong Kong",2
"2025-12-01","UNF-2-T","Unifilter","UNF-2-T","Switzerland",4
"2025-12-01","BCK-W","BUCK","BCK-W","Singapore",10
"2025-12-01","RNT","Really Nice Tamper","RNT","United States",10
"2025-12-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Hong Kong",2
"2025-12-01","BD1_TSH_L","BIRD T-Shirt","BD1_TSH_L","Singapore",5
"2025-12-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Poland",4
"2025-12-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Poland",4
"2025-12-01","PSV-100","Puck Savers (packs of 100)","PSV-100","Hong Kong",1
"2025-12-01","MNR-U","MOONRAKER™","MNR-U","Australia",1
"2025-12-01","RNT-T","Really Nice Tamper","RNT-T","Australia",6
"2025-12-01","CFB","Coffee Brush","CFB","United States",5
"2025-12-01","UNB-B16","Unibasket","UNB-B16","Poland",5
"2025-12-01","UNB-B16","Unibasket","UNB-B16","Hong Kong",25
"2025-12-01","KEY-2-B","The Key","KEY-2-B","Poland",3
"2025-12-01","KEY-BNF","Bean Feeder for KEY","KEY-BNF","Hong Kong",8
"2025-12-01","DB2","EG-1 Burrs","DB2","Hong Kong",5
"2025-12-01","BD1-SG","BIRD Spare Glass","BD1-SG","Hong Kong",1
"2025-12-01","RNT-B","Really Nice Tamper","RNT-B","Italy",5
"2025-12-01","BD1","The BIRD","BD1","Thailand",3
"2025-12-01","UNF-2-R","Unifilter","UNF-2-R","Switzerland",4
"2025-12-01","PS-25","Puck Screens (25)","PS-25","Italy",1
"2025-12-01","RNT-T","Really Nice Tamper","RNT-T","Hong Kong",15
"2025-12-01","DB2","EG-1 Burrs","DB2","Poland",2
"2025-12-01","PSC-B","Spring Clean™","PSC-B","Italy",5
"2025-12-01","RNT-T","Really Nice Tamper","RNT-T","Poland",2
"2025-12-01","BD1-MS","BIRD Metal Screen","BD1-MS","Hong Kong",5
"2025-12-01","RNT","Really Nice Tamper","RNT","Italy",5
"2025-12-01","EPF-58-100","EPF (10,000)","EPF-58-100","Australia",1
"2025-12-01","EG1","The EG-1","EG1","Thailand",2
"2025-12-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","Australia",2
"2025-12-01","BCK-R","BUCK","BCK-R","Italy",5
"2025-12-01","KEY-PLT-T","KEY Wood Accents","KEY-PLT-T","Hong Kong",5
"2025-12-01","EG1-B-DB2","The EG-1","EG1-B-DB2","Hong Kong",3
"2025-12-01","EG1","The EG-1","EG1","Singapore",6
"2025-12-01","EPF-55-100","EPF (10,000)","EPF-55-100","Singapore",1
"2025-12-01","EG1-B","The EG-1","EG1-B","Thailand",4
"2025-12-01","UNB-B16","Unibasket","UNB-B16","Italy",5
"2025-12-01","BSH-B-2","Blind Shaker - No Magnet Installed","BSH-B-2","Switzerland",5
"2025-12-01","EG1_TSH_XL","EG-1 T-Shirt","EG1_TSH_XL","Singapore",5
"2025-12-01","TPM-B","Leather Tamping Mat","TPM-B","Hong Kong",5
"2025-12-01","TPM-B","Leather Tamping Mat","TPM-B","Australia",2
"2025-12-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","Singapore",5
"2025-12-01","BD1","The BIRD","BD1","Australia",4
"2025-12-01","BNG","BEAN CELLAR Glass","BNG","Hong Kong",2
"2025-12-01","KEY-2-W","The Key","KEY-2-W","Thailand",2
"2025-12-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","United States",6
"2025-12-01","RNT-OW","Really Nice Tamper","RNT-OW","Poland",2
"2025-12-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Switzerland",2
"2025-12-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","Poland",5
"2025-12-01","MNR-U","MOONRAKER™","MNR-U","Thailand",4
"2025-12-01","BSH-B","Blind Shaker","BSH-B","United States",30
"2025-12-01","EG1-FRS","EG-1 Fork & Ring Set","EG1-FRS","Hong Kong",2
"2025-12-01","BD1","The BIRD","BD1","Poland",2
"2025-12-01","UNF-2-R","Unifilter","UNF-2-R","United States",2
"2025-12-01","PH-B","EPF Dock","PH-B","Singapore",5
"2025-12-01","GNF-S","Grounds Funnel & Standard Tumbler","GNF-S","Hong Kong",1
"2025-12-01","PS-25","Puck Screens (25)","PS-25","Switzerland",1
"2025-12-01","MNR","MOONRAKER™","MNR","Thailand",6
"2025-12-01","UNB-B28","Unibasket","UNB-B28","United States",2
"2025-12-01","RNT-T","Really Nice Tamper","RNT-T","Singapore",5
"2025-12-01","PH","EPF Dock","PH","Singapore",5
"2025-12-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","Australia",6
"2025-12-01","RNT-OW","Really Nice Tamper","RNT-OW","Italy",2
"2025-12-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Singapore",4
"2025-12-01","UNB-B24","Unibasket","UNB-B24","Australia",3
"2025-12-01","BD1-SIB","WW X Sibarist BIRD Paper Filters","BD1-SIB","Poland",5
"2025-12-01","BD1","The BIRD","BD1","Italy",10
"2025-12-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Singapore",5
"2025-12-01","RNT-T","Really Nice Tamper","RNT-T","Italy",2
"2025-12-01","RNT-B","Really Nice Tamper","RNT-B","Poland",5
"2025-12-01","PSC-B","Spring Clean™","PSC-B","United States",14
"2025-12-01","PSC-B","Spring Clean™","PSC-B","Switzerland",5
"2025-12-01","UNB-B20","Unibasket","UNB-B20","Hong Kong",50
"2025-12-01","UNB-B24","Unibasket","UNB-B24","Switzerland",3
"2025-12-01","BCK-R","BUCK","BCK-R","United States",6
"2025-12-01","KEY-2-W","The Key","KEY-2-W","Hong Kong",2
"2025-12-01","BSH-B","Blind Shaker","BSH-B","Hong Kong",7
"2025-12-01","EG1_RFR","EG-1 Refresh Kit","EG1_RFR","Hong Kong",12
"2025-12-01","RNT-B","Really Nice Tamper","RNT-B","Australia",3
"2025-12-01","BSH","Blind Shaker","BSH","Thailand",6
"2025-12-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","Switzerland",2
"2026-01-01","TPM-N","Leather Tamping Mat","TPM-N","United Arab Emirates",2
"2026-01-01","BCK-W","BUCK","BCK-W","Hong Kong",22
"2026-01-01","KEY-2-W","The Key","KEY-2-W","United Arab Emirates",1
"2026-01-01","UNF-2-R","Unifilter","UNF-2-R","Turkey",2
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","China",2
"2026-01-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Sweden",2
"2026-01-01","BCK-R","BUCK","BCK-R","China",6
"2026-01-01","BCK-R","BUCK","BCK-R","Australia",3
"2026-01-01","GNF-T-B","Grounds Funnel & Standard Tumbler","GNF-T-B","Hong Kong",2
"2026-01-01","UNF-2-R","Unifilter","UNF-2-R","Hong Kong",11
"2026-01-01","UNB-B16","Unibasket","UNB-B16","China",40
"2026-01-01","MNR","MOONRAKER™","MNR","Switzerland",2
"2026-01-01","RNT-T","Really Nice Tamper","RNT-T","South Korea",10
"2026-01-01","UNB-B24","Unibasket","UNB-B24","United Arab Emirates",2
"2026-01-01","BSH-B","Blind Shaker","BSH-B","Turkey",2
"2026-01-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Austria",2
"2026-01-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Italy",3
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","United Kingdom",2
"2026-01-01","MNR","MOONRAKER™","MNR","Turkey",2
"2026-01-01","BSH","Blind Shaker","BSH","Turkey",2
"2026-01-01","EPF-58-100","EPF (10,000)","EPF-58-100","Hong Kong",1
"2026-01-01","BSH-B","Blind Shaker","BSH-B","Norway",11
"2026-01-01","EG1-B","The EG-1","EG1-B","Italy",2
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","United Arab Emirates",3
"2026-01-01","BNG","BEAN CELLAR Glass","BNG","United States",4
"2026-01-01","UNF-2-T","Unifilter","UNF-2-T","Hong Kong",10
"2026-01-01","UNF-2-R","Unifilter","UNF-2-R","Norway",2
"2026-01-01","BSH-B","Blind Shaker","BSH-B","Australia",4
"2026-01-01","RNT","Really Nice Tamper","RNT","China",10
"2026-01-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Hong Kong",2
"2026-01-01","BSH-B","Blind Shaker","BSH-B","Italy",10
"2026-01-01","BSH-2","Blind Shaker - No Magnet Installed","BSH-2","Austria",5
"2026-01-01","UNF-2-R","Unifilter","UNF-2-R","Italy",4
"2026-01-01","PS-25","Puck Screens (25)","PS-25","Switzerland",1
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","Austria",3
"2026-01-01","BSH","Blind Shaker","BSH","United States",24
"2026-01-01","PSC-B","Spring Clean™","PSC-B","Hong Kong",10
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","Sweden",1
"2026-01-01","UNB-B16","Unibasket","UNB-B16","Sweden",2
"2026-01-01","TSH_BB_M","Brew Boldy, Tread Lightly T-Shirt","TSH_BB_M","Australia",1
"2026-01-01","BCK-R","BUCK","BCK-R","Sweden",1
"2026-01-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","China",4
"2026-01-01","BD1","The BIRD","BD1","United Arab Emirates",7
"2026-01-01","PH-B","EPF Dock","PH-B","Australia",4
"2026-01-01","UNB-B20","Unibasket","UNB-B20","United States",8
"2026-01-01","EG1","The EG-1","EG1","Hong Kong",3
"2026-01-01","RNT-T","Really Nice Tamper","RNT-T","United Arab Emirates",5
"2026-01-01","TPM-B","Leather Tamping Mat","TPM-B","Italy",10
"2026-01-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Switzerland",2
"2026-01-01","PH-B","EPF Dock","PH-B","Norway",1
"2026-01-01","BCR20","BEAN CELLAR Wall Rack","BCR20","Hong Kong",3
"2026-01-01","UNB-B16","Unibasket","UNB-B16","United Kingdom",10
"2026-01-01","KEY-2-W","The Key","KEY-2-W","Turkey",2
"2026-01-01","RNT-OW","Really Nice Tamper","RNT-OW","South Korea",10
"2026-01-01","RNT-T","Really Nice Tamper","RNT-T","Turkey",1
"2026-01-01","EG1-B","The EG-1","EG1-B","Switzerland",7
"2026-01-01","BSH","Blind Shaker","BSH","Italy",6
"2026-01-01","BCK-W","BUCK","BCK-W","Italy",4
"2026-01-01","KEY-2-B","The Key","KEY-2-B","United Kingdom",2
"2026-01-01","TPM-B","Leather Tamping Mat","TPM-B","Hong Kong",8
"2026-01-01","BNG","BEAN CELLAR Glass","BNG","Italy",3
"2026-01-01","RNT-OW","Really Nice Tamper","RNT-OW","Hong Kong",20
"2026-01-01","BNG","BEAN CELLAR Glass","BNG","Australia",1
"2026-01-01","EG1-B","The EG-1","EG1-B","Turkey",1
"2026-01-01","KEY-2-B","The Key","KEY-2-B","Hong Kong",4
"2026-01-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","United Arab Emirates",15
"2026-01-01","BCK-W","BUCK","BCK-W","Norway",6
"2026-01-01","MNR","MOONRAKER™","MNR","United Kingdom",2
"2026-01-01","UNB-B20","Unibasket","UNB-B20","Turkey",4
"2026-01-01","EG1","The EG-1","EG1","United Kingdom",2
"2026-01-01","PH-B","EPF Dock","PH-B","United Kingdom",10
"2026-01-01","BCK-W","BUCK","BCK-W","Turkey",2
"2026-01-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","Hong Kong",2
"2026-01-01","KEY-2-W","The Key","KEY-2-W","South Korea",2
"2026-01-01","BD1-SIB","WW X Sibarist BIRD Paper Filters","BD1-SIB","United Kingdom",10
"2026-01-01","PSV-100","Puck Savers (packs of 100)","PSV-100","Austria",1
"2026-01-01","BD1","The BIRD","BD1","China",4
"2026-01-01","BSH","Blind Shaker","BSH","Australia",2
"2026-01-01","UNB-B20","Unibasket","UNB-B20","Italy",5
"2026-01-01","BNF","Bean Funnel","BNF","Hong Kong",10
"2026-01-01","RNT-B","Really Nice Tamper","RNT-B","Turkey",2
"2026-01-01","EPF-58-100","EPF (10,000)","EPF-58-100","Australia",1
"2026-01-01","BD1-MS","BIRD Metal Screen","BD1-MS","Australia",2
"2026-01-01","BNG","BEAN CELLAR Glass","BNG","Turkey",1
"2026-01-01","PSC-B","Spring Clean™","PSC-B","Turkey",4
"2026-01-01","UNB-B20","Unibasket","UNB-B20","United Kingdom",25
"2026-01-01","RR1-B","The RoadRunner","RR1-B","United Kingdom",48
"2026-01-01","HG2_2","The HG-2","HG2_2","South Korea",4
"2026-01-01","MNR","MOONRAKER™","MNR","Italy",4
"2026-01-01","PH-B","EPF Dock","PH-B","Hong Kong",5
"2026-01-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","Sweden",10
"2026-01-01","BNG","BEAN CELLAR Glass","BNG","United Arab Emirates",2
"2026-01-01","BCK-W","BUCK","BCK-W","United Kingdom",4
"2026-01-01","GNF-T-S","Grounds Funnel & Standard Tumbler","GNF-T-S","Hong Kong",1
"2026-01-01","KEY-2-W","The Key","KEY-2-W","Italy",2
"2026-01-01","BNG","BEAN CELLAR Glass","BNG","United Kingdom",3
"2026-01-01","BSH","Blind Shaker","BSH","South Korea",10
"2026-01-01","PH-B","EPF Dock","PH-B","United States",6
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","Hong Kong",2
"2026-01-01","LKG","Looking Glass","LKG","Italy",5
"2026-01-01","UNF-2-T","Unifilter","UNF-2-T","Sweden",2
"2026-01-01","UNB-B20","Unibasket","UNB-B20","Australia",4
"2026-01-01","BD1_A","The BIRD","BD1_A","Norway",3
"2026-01-01","BD1_A","The BIRD","BD1_A","Australia",2
"2026-01-01","UNB-B24","Unibasket","UNB-B24","Italy",5
"2026-01-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Sweden",2
"2026-01-01","UNB-B24","Unibasket","UNB-B24","South Korea",5
"2026-01-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Hong Kong",1
"2026-01-01","BSH-B","Blind Shaker","BSH-B","United Arab Emirates",5
"2026-01-01","MGT-L","Magic Tumbler Lid","MGT-L","United Arab Emirates",1
"2026-01-01","HG2_2","The HG-2","HG2_2","Italy",1
"2026-01-01","RNT-OW","Really Nice Tamper","RNT-OW","United Arab Emirates",5
"2026-01-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","United Kingdom",6
"2026-01-01","PS-25","Puck Screens (25)","PS-25","China",1
"2026-01-01","LKG","Looking Glass","LKG","Australia",2
"2026-01-01","BD1","The BIRD","BD1","Sweden",8
"2026-01-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","United Kingdom",3
"2026-01-01","EG1","The EG-1","EG1","Malaysia",1
"2026-01-01","PSC-B","Spring Clean™","PSC-B","Switzerland",10
"2026-01-01","RNT-OW","Really Nice Tamper","RNT-OW","Turkey",1
"2026-01-01","HG2B_2","The HG-2","HG2B_2","United Arab Emirates",1
"2026-01-01","KEY-2-W","The Key","KEY-2-W","United Kingdom",2
"2026-01-01","RNT-T","Really Nice Tamper","RNT-T","Italy",5
"2026-01-01","RNT-B","Really Nice Tamper","RNT-B","Hong Kong",8
"2026-01-01","BD1","The BIRD","BD1","Australia",1
"2026-01-01","PSV-100","Puck Savers (packs of 100)","PSV-100","Turkey",1
"2026-01-01","UNB-B20","Unibasket","UNB-B20","United Arab Emirates",4
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","Switzerland",2
"2026-01-01","PSC-B","Spring Clean™","PSC-B","Austria",27
"2026-01-01","MNR-P-S","MOONRAKER™ Spare Needles","MNR-P-S","Austria",5
"2026-01-01","RNT-B","Really Nice Tamper","RNT-B","China",10
"2026-01-01","UNB-B20","Unibasket","UNB-B20","Sweden",4
"2026-01-01","RNT","Really Nice Tamper","RNT","Sweden",1
"2026-01-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","Switzerland",3
"2026-01-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Australia",2
"2026-01-01","RNT","Really Nice Tamper","RNT","Turkey",2
"2026-01-01","KEY-2-W","The Key","KEY-2-W","Hong Kong",9
"2026-01-01","BNF","Bean Funnel","BNF","China",10
"2026-01-01","RNT-OW","Really Nice Tamper","RNT-OW","Italy",5
"2026-01-01","RR1-B","The RoadRunner","RR1-B","China",24
"2026-01-01","BCK-W","BUCK","BCK-W","Sweden",1
"2026-01-01","TPM-B","Leather Tamping Mat","TPM-B","United Arab Emirates",2
"2026-01-01","KEY-2-B","The Key","KEY-2-B","Italy",4
"2026-01-01","BCK-W","BUCK","BCK-W","Australia",5
"2026-01-01","KEY-2-B","The Key","KEY-2-B","South Korea",4
"2026-01-01","BNG","BEAN CELLAR Glass","BNG","Sweden",2
"2026-01-01","PH","EPF Dock","PH","United Kingdom",5
"2026-01-01","Eg1-DB2","The EG-1","Eg1-DB2","Sweden",1
"2026-01-01","TPM-N","Leather Tamping Mat","TPM-N","Hong Kong",8
"2026-01-01","STD_ADT_ECM","Steam Dial Adapter: M10x1 Female","STD_ADT_ECM","Turkey",3
"2026-01-01","EG1-B","The EG-1","EG1-B","Malaysia",4
"2026-01-01","BD1","The BIRD","BD1","Norway",5
"2026-01-01","BD1-SIB","WW X Sibarist BIRD Paper Filters","BD1-SIB","Australia",10
"2026-01-01","BNP-10-C","BEAN CELLAR Polymer","BNP-10-C","Hong Kong",2
"2026-01-01","BSH","Blind Shaker","BSH","United Arab Emirates",3
"2026-01-01","UNB-B20","Unibasket","UNB-B20","China",35
"2026-01-01","UNF-2-T","Unifilter","UNF-2-T","Italy",4
"2026-01-01","DB2","EG-1 Burrs","DB2","Italy",2
"2026-01-01","BD1","The BIRD","BD1","Italy",4
"2026-01-01","STD_ADT_DEC","Steam Dial Adapter: M8.5x0.75 Male","STD_ADT_DEC","Turkey",3
"2026-01-01","BD1_A_SG","BIRD Spare Glass","BD1_A_SG","Australia",1
"2026-01-01","BCR50","BEAN CELLAR Wall Rack","BCR50","Hong Kong",1
"2026-01-01","PS-25","Puck Screens (25)","PS-25","Sweden",1
"2026-01-01","UNF-2-T","Unifilter","UNF-2-T","Turkey",2
"2026-01-01","UNB-B24","Unibasket","UNB-B24","United Kingdom",10
"2026-01-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Sweden",4
"2026-01-01","EPF-55-100","EPF (10,000)","EPF-55-100","South Korea",1
"2026-01-01","BNG","BEAN CELLAR Glass","BNG","Hong Kong",4
"2026-01-01","PSV-100","Puck Savers (packs of 100)","PSV-100","China",1
"2026-01-01","EG1","The EG-1","EG1","United Arab Emirates",3
"2026-01-01","HG2B_2","The HG-2","HG2B_2","South Korea",2
"2026-01-01","BD1-GK","BIRD Gasket Kit","BD1-GK","Australia",5
"2026-01-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","United Kingdom",6
"2026-01-01","RNT","Really Nice Tamper","RNT","Australia",3
"2026-01-01","MGT","Magic Tumbler","MGT","Norway",1
"2026-01-01","RNT-B","Really Nice Tamper","RNT-B","United States",37
"2026-01-01","HG2B_2","The HG-2","HG2B_2","United Kingdom",1
"2026-01-01","BNP-50","BEAN CELLAR Bulk","BNP-50","United Arab Emirates",1
"2026-01-01","BD1","The BIRD","BD1","Turkey",2
"2026-01-01","KEY-2-W","The Key","KEY-2-W","Switzerland",1
"2026-01-01","UNF-2-R","Unifilter","UNF-2-R","Sweden",1
"2026-01-01","BD1_CAS","BIRD Travel Case","BD1_CAS","United Arab Emirates",2
"2026-01-01","MNR","MOONRAKER™","MNR","Sweden",1
"2026-01-01","BD1_A","The BIRD","BD1_A","United Arab Emirates",3
"2026-01-01","UNB-B24","Unibasket","UNB-B24","United States",2
"2026-01-01","PH","EPF Dock","PH","Hong Kong",7
"2026-01-01","RNT-B","Really Nice Tamper","RNT-B","Sweden",4
"2026-01-01","KEY-2-B","The Key","KEY-2-B","Turkey",2
"2026-01-01","BSH-B","Blind Shaker","BSH-B","Sweden",3
"2026-01-01","RNT","Really Nice Tamper","RNT","South Korea",15
"2026-01-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","Switzerland",4
"2026-01-01","PSC-B","Spring Clean™","PSC-B","Sweden",4
"2026-01-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","United Kingdom",4
"2026-01-01","EG1-B","The EG-1","EG1-B","United Kingdom",2
"2026-01-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","Turkey",1
"2026-01-01","UNF-2-R","Unifilter","UNF-2-R","United Kingdom",2
"2026-01-01","BD1_A","The BIRD","BD1_A","China",4
"2026-01-01","BSH","Blind Shaker","BSH","Sweden",1
"2026-01-01","EPF-55-100","EPF (10,000)","EPF-55-100","Australia",1
"2026-01-01","UNB-B16","Unibasket","UNB-B16","Hong Kong",3
"2026-01-01","BSH-B","Blind Shaker","BSH-B","China",15
"2026-01-01","MNR","MOONRAKER™","MNR","China",2
"2026-01-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","United Arab Emirates",2
"2026-01-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","United Kingdom",15
"2026-01-01","RNT","Really Nice Tamper","RNT","Italy",5
"2026-01-01","BD1-SG","BIRD Spare Glass","BD1-SG","Australia",1
"2026-01-01","CFB","Coffee Brush","CFB","United States",12
"2026-01-01","EG1-B","The EG-1","EG1-B","United Arab Emirates",7
"2026-01-01","BCK-R","BUCK","BCK-R","Turkey",2
"2026-01-01","UNB-B16","Unibasket","UNB-B16","Turkey",2
"2026-01-01","STD","Steam Dial","STD","Turkey",6
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","Turkey",1
"2026-01-01","PSC-B","Spring Clean™","PSC-B","Italy",10
"2026-01-01","PS-25","Puck Screens (25)","PS-25","Italy",2
"2026-01-01","RNT-T","Really Nice Tamper","RNT-T","Hong Kong",28
"2026-01-01","RNT-B","Really Nice Tamper","RNT-B","Italy",5
"2026-01-01","PH-B","EPF Dock","PH-B","Switzerland",5
"2026-01-01","PSC-B","Spring Clean™","PSC-B","United Arab Emirates",3
"2026-01-01","BNP-50","BEAN CELLAR Bulk","BNP-50","China",4
"2026-01-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Australia",1
"2026-01-01","BCK-R","BUCK","BCK-R","Norway",5
"2026-01-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","United Arab Emirates",1
"2026-01-01","PS-25","Puck Screens (25)","PS-25","Hong Kong",1
"2026-01-01","BNF","Bean Funnel","BNF","Austria",5
"2026-01-01","UNB-B16","Unibasket","UNB-B16","Italy",5
"2026-01-01","TPM-N","Leather Tamping Mat","TPM-N","Italy",10
"2026-01-01","KEY-2-B","The Key","KEY-2-B","United Arab Emirates",1
"2026-01-01","BCK-R","BUCK","BCK-R","Italy",4
"2026-01-01","RNT-B","Really Nice Tamper","RNT-B","South Korea",15
"2026-01-01","EG1","The EG-1","EG1","Turkey",1
"2026-01-01","MNR-U","MOONRAKER™","MNR-U","Italy",6
"2026-01-01","LKG","Looking Glass","LKG","China",10
